round_number,emotion,text_id,timestamp,prolific_id,anger,boredom,disgust,fear,guilt,joy,pride,relief,sadness,shame,surprise,trust,generated_text,hidden_emo_text,event_duration,emotion_duration,intensity,confidence,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,previous_participation,age,gender,education,ethnicity,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,did_you_lie?,original_demographics
round-5,boredom,5264,2021/10/06 1:56:50 pm EET,33365294913704799442239f3e6229f3,1,1,1,1,1,3,2,1,1,1,1,3,"I a trying to put my son to sleep and he feeds from a bottle of milk. I just have to wait for him to get through the bottle, and then he falls off to sleep. It can take 15-20 minutes.  I'd rather be reading a book or watching TV than lying down in the dark with him by my side, although the boredom is tempered by the feeling of closeness I have with him. I put him to bed at least 4 times a week.","I a trying to put my son to sleep and he feeds from a bottle of milk. I just have to wait for him to get through the bottle, and then he falls off to sleep. It can take 15-20 minutes.  I'd rather be reading a book or watching TV than lying down in the dark with him by my side, although the ... is tempered by the feeling of closeness I have with him. I put him to bed at least 4 times a week.",minutes,minutes,3,5,1,5,5,3,1,1,4,2,5,5,3,5,4,5,3,4,1,1,3,1,1,"Yes, first time, I will answer the following questions.",52,Male,Undergraduate degree (BA/BSc/other),European,6,7,4,2,6,2,6,6,5,7,The event really happened in my life.,ORIGINAL
round-4,shame,41596,2021/09/20 12:58:09 am EET,f7a7ff103eb75f0ef7b4d053a2115aef,2,5,1,1,2,3,4,1,2,1,1,2,"When I admitted to my partner that I was suffering with depression and was taking medication to help me, which I kept to myself for a period of time.","When I admitted to my partner that I was suffering with depression and was taking medication to help me, which I kept to myself for a period of time.",minutes,weeks,5,3,1,1,3,1,5,3,1,3,1,4,3,4,4,4,3,1,5,1,3,5,5,"No, I participated before and answered the next set of questions.",24,Female,Secondary education,European,1,2,6,3,6,6,7,2,5,4,--,COPIED FROM: text id 4243
round-5,trust,52809,2021/10/06 6:30:34 pm EET,326d6135991bba3a542994805a4d7964,1,5,1,1,3,2,2,1,1,1,1,2,someone can look me in the eyes and be extremely vulnerable with me or I can do the same.,someone can look me in the eyes and be extremely vulnerable with me or I can do the same.,minutes,hours,3,4,2,4,2,4,1,3,1,4,4,2,4,4,2,2,4,2,1,1,5,1,4,"Yes, first time, I will answer the following questions.",21,Female,High school,Hispanic/Latino,3,5,5,3,5,5,2,5,4,2,The event really happened in my life.,ORIGINAL
round-5,no-emotion,51538,2021/10/06 5:46:18 pm EET,2048431d13e370e98a414cabd25bd32c,1,1,4,3,2,5,5,4,3,2,2,5,My girlfriend got pregnant. I didn't even know if I should be angry or be happy. Everytime I remember the scenario I just laugh off,My girlfriend got pregnant. I didn't even know if I should be angry or be happy. Everytime I remember the scenario I just laugh off,weeks,weeks,5,4,5,4,2,3,3,3,4,4,3,5,5,4,4,3,4,5,4,4,5,4,3,"No, I participated before and answered the next set of questions.",35,Male,Undergraduate degree (BA/BSc/other),African,6,5,5,5,6,6,3,4,5,4,"I never experienced that event, but I really imagined how it would make me feel.",COPIED FROM: text id 52400
round-6,pride,6643,2021/11/01 9:17:08 pm CET,0d730320479178bbce0856c337d92596,1,2,1,1,1,1,1,1,1,1,1,1,My son stood up to the class bully and told him to leave himself and his friends alone.,My son stood up to the class bully and told him to leave himself and his friends alone.,minutes,days,4,4,2,2,1,2,3,3,3,3,5,3,2,3,1,5,1,3,1,1,1,1,1,"No, I participated before and answered the next set of questions.",41,Female,High school,European,5,4,5,3,5,3,6,2,5,3,The event really happened in my life.,COPIED FROM: text id 6170
round-5,anger,596,2021/10/06 12:54:41 pm EET,9966b1003278f8783c7270628ae1bb62,2,3,1,2,2,3,2,3,2,1,1,3,when my Son smashed a window with his ball,when my Son smashed a window with his ball,minutes,hours,4,4,5,1,3,1,5,2,3,1,5,2,1,5,2,4,2,2,1,4,3,5,2,"Yes, first time, I will answer the following questions.",34,Male,Secondary education,European,5,5,6,3,4,5,6,4,6,3,The event really happened in my life.,ORIGINAL
round-5,relief,51948,2021/10/06 6:18:54 pm EET,ce6901eefc2e8986be8f63830a64b351,1,5,1,1,1,1,1,1,3,1,1,1,I felt relief when I had completed a job at work because it was tough.,I felt ... when I had completed a job at work because it was tough.,hours,hours,4,3,1,5,5,1,5,1,1,3,5,5,2,5,5,1,3,2,5,1,5,5,5,"Yes, first time, I will answer the following questions.",25,Female,Graduate degree (MA/MSc/MPhil/other),European,1.5,6,6.5,6,6.5,3.5,6,1,2.5,6.5,The event really happened in my life.,"AVERAGED: text id 450, 51948"
round-5,anger,5160,2021/10/06 3:36:46 pm EET,dab09d366040e74bc84b76a9ae99b7d8,1,2,1,1,1,2,1,1,1,1,1,1,my friends left me on my own at a nightclub,my friends left me on my own at a nightclub,hours,hours,4,4,4,3,2,1,4,3,1,1,5,4,2,2,2,5,1,3,5,2,4,2,4,"No, I participated before and answered the next set of questions.",20,Female,High school,European,3,3,6,5,5,6,6,2,5,5,The event really happened in my life.,COPIED FROM: text id 51113
round-3,joy,3554,2021/09/03 9:19:20 pm EET,64825b112fdf62868b262d6a118d9ff3,3,2,1,1,3,2,1,2,3,3,1,1,I received a message from a friend about a job opportunity which we would be able to work at together,I received a message from a friend about a job opportunity which we would be able to work at together,hours,hours,3,4,4,2,1,3,2,4,2,2,4,4,4,5,3,4,1,5,1,1,5,1,4,"No, I participated before and answered the next set of questions.",22,Female,Undergraduate degree (BA/BSc/other),European,3,2,2,6,5,5,5,6,2,5,--,COPIED FROM: text id 3635
round-6,anger,615,2021/11/01 7:56:24 pm CET,c19b148db0b9638263ff45b34add8e62,1,3,1,1,1,3,4,1,1,1,2,3,I got into an argument with my spouse.,I got into an argument with my spouse.,minutes,hours,4,4,4,4,4,1,5,3,2,5,3,4,2,4,4,4,3,4,4,5,4,5,4,"Yes, first time, I will answer the following questions.",30,Female,High school,Prefer not to answer,1,2,5,6,6,7,6,3,5,2,The event really happened in my life.,ORIGINAL
round-2,pride,2131,2021/07/20 8:21:45 pm EET,3fc372a6edde3e1d1172073cf6b72e4d,1,3,1,1,1,2,2,2,2,1,1,3,"I won a creative writing class competition, after thinking my story hadn't made the grade as it hadn't been mentioned once by the tutor...until she announced the winner.","I won a creative writing class competition, after thinking my story hadn't made the grade as it hadn't been mentioned once by the tutor...until she announced the winner.",hours,weeks,5,5,1,1,2,5,1,1,1,4,5,1,1,5,1,5,1,1,1,1,5,1,4,"Yes, first time, I will answer the following questions.",56,Female,Graduate degree (MA/MSc/MPhil/other),European,4,1,6,5,6,5,7,5,7,1,--,ORIGINAL
round-6,surprise,61015,2021/11/01 9:49:24 pm CET,f5bb7cfb1ff362e4d928bac0d607d497,1,1,1,1,1,1,1,1,1,1,1,1,I found out my best friend at Uni was from the same Village in Nigeria as me,I found out my best friend at Uni was from the same Village in Nigeria as me,minutes,hours,3,3,5,1,1,5,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1,"No, I participated before and answered the next set of questions.",29,Male,Undergraduate degree (BA/BSc/other),African,3,5,3,3,5,3,5,5,5,3,The event really happened in my life.,COPIED FROM: text id 6208
round-2,surprise,2202,2021/07/20 8:06:29 pm EET,2fbef97d89a05cfd623bc37ddd434d5f,1,5,1,2,1,2,1,1,1,1,1,1,I found out my exam results,I found out my exam results,seconds,minutes,5,5,5,5,2,5,2,5,1,4,2,4,4,2,1,2,3,2,2,1,4,1,3,"Yes, first time, I will answer the following questions.",21,Female,Undergraduate degree (BA/BSc/other),South Asian,3,4.9,5.4,4.1,5.7,5.1,5.4,3,5.1,2.9,--,"AVERAGED: text id 246, 265, 294, 2116, 2137, 2173, 2202"
round-4,fear,4567,2021/09/20 2:00:12 am EET,c6076ebc30f26bee41761b0744f94dff,1,2,1,1,1,1,1,1,2,1,1,1,I was climbing down a mountain in the dark,I was climbing down a mountain in the dark,hours,days,5,5,4,1,3,1,5,3,4,4,3,3,1,4,2,2,3,2,2,2,5,4,5,"No, I participated before and answered the next set of questions.",18,Female,High school,European,5,5,6,3,5,5,2,2,5,4,--,COPIED FROM: text id 4749
round-5,sadness,52067,2021/10/06 3:10:07 pm EET,4ac0d3b12a2e47b3dea0c235ccdd67a3,2,4,1,1,1,2,2,2,2,2,2,2,I think about my cat not living as long as me,I think about my cat not living as long as me,seconds,minutes,5,4,4,3,1,1,5,1,4,3,1,2,1,1,1,1,3,2,1,1,2,5,3,"No, I participated before and answered the next set of questions.",28,Female,Secondary education,European,1,4,5,5,5,6,5,3,5,1,The event really happened in my life.,COPIED FROM: text id 51194
round-5,no-emotion,51362,2021/10/06 2:33:08 pm EET,4b8fdfcea400d6cf59d7560bc8eed62a,1,1,1,1,1,1,1,1,1,1,1,1,When i watched a new film the starling on Netflix,When i watched a new film the starling on Netflix,minutes,I had none,2,4,1,1,3,3,3,5,1,5,1,3,5,1,5,1,1,5,2,1,1,2,1,"No, I participated before and answered the next set of questions.",29,Female,Undergraduate degree (BA/BSc/other),European,2,5,6,5,5,6,6,2,4,3,The event really happened in my life.,COPIED FROM: text id 52329
round-5,surprise,52463,2021/10/06 3:25:22 pm EET,e4cdf9178388f6da8505de64f66a2cf8,1,2,1,2,1,3,3,3,2,1,1,3,I felt SURPRISE when my boyfriend booked me a holiday to Iceland without me knowing.,I felt ... when my boyfriend booked me a holiday to Iceland without me knowing.,minutes,hours,4,4,4,2,2,5,1,3,2,2,4,3,5,3,3,4,1,4,1,1,2,1,2,"No, I participated before and answered the next set of questions.",21,Female,Undergraduate degree (BA/BSc/other),European,3,5,5,5,5,5,6,4,3,5,The event really happened in my life.,COPIED FROM: text id 52099
round-7,joy,769,2021/11/09 11:30:52 pm CET,3222a9dba4d08a27563c955022aecc5f,1,2,1,1,1,1,1,1,1,1,1,1,we were able to get my daughter a much longed-for puppy for her birthday. Seeing her face when she realised was priceless.,we were able to get my daughter a much longed-for puppy for her birthday. Seeing her face when she realised was priceless.,minutes,weeks,4,5,4,1,3,5,1,5,1,5,2,4,4,4,4,2,1,4,1,1,4,1,3,"No, I participated before and answered the next set of questions.",40,Female,Undergraduate degree (BA/BSc/other),European,3,3,4,3,3,5,4,3,4,5,The event really happened in my life.,COPIED: Welcomeback!
round-3,disgust,3327,2021/09/03 4:28:09 pm EET,35329ebc672688e893691f04f2fb2cde,1,2,1,1,1,2,2,2,1,1,1,2,Earlier this year I found a dead headless bird in my garden,Earlier this year I found a dead headless bird in my garden,minutes,minutes,5,5,5,1,1,1,5,1,5,1,1,1,1,4,1,1,5,5,2,1,5,5,2,"No, I participated before and answered the next set of questions.",29,Male,Undergraduate degree (BA/BSc/other),European,2,3,3,1,7,7,5,5,6,6,--,COPIED FROM: text id 312
round-6,joy,6471,2021/11/01 9:33:44 pm CET,8c66b1414808f8ca9ec4b8b6defd2400,1,2,1,1,1,1,1,1,2,1,1,2,i brought home my new puppy,i brought home my new puppy,minutes,days,4,5,2,2,5,5,1,4,3,3,3,5,5,4,4,4,1,5,1,1,4,1,3,"No, I participated before and answered the next set of questions.",21,Female,Undergraduate degree (BA/BSc/other),European,5,7,5,7,6,3,7,4,2,4,The event really happened in my life.,COPIED FROM: text id 652
round-3,sadness,31106,2021/09/03 10:29:33 pm EET,255e9414afca4d8219d1079a138a19d7,1,1,1,1,1,2,2,1,1,1,1,2,"I felt sadness when I had to go to a funeral of a family member, she had been ill for some time so was very sad once she did pass away.","I felt ... when I had to go to a funeral of a family member, she had been ill for some time so was very ... once she did pass away.",days,days,4,5,2,4,3,1,4,1,5,1,1,2,1,3,2,2,5,2,1,1,3,1,2,"No, I participated before and answered the next set of questions.",46,Male,High school,European,3,3,4,5,5,6,4,3,4,4,--,COPIED FROM: text id 3324
round-5,anger,52,2021/10/06 12:45:48 pm EET,4ba79ee4081a5ea01076f26021296ae7,4,4,1,2,2,3,5,2,4,2,3,3,When I tested positive for covid,When I tested positive for covid,days,days,4,4,5,1,2,5,5,4,5,3,3,1,2,5,2,3,3,1,3,3,5,1,5,"Yes, first time, I will answer the following questions.",41,Male,High school,European,1,3,5,3,5,5,3,2,3,3,The event really happened in my life.,ORIGINAL
round-5,boredom,5265,2021/10/06 1:57:15 pm EET,1e9957a383d7fc0017f5271c504ed0da,1,2,1,1,1,3,3,1,1,1,1,2,I had an accident in Greece and ended up in hospital for two weeks.  When I was over the initial shock of the accident the boredom set in.   Being stuck in a hospital bed with nothing to do and nobody to talk too was extremely tedious. I couldn't even use the TV to ease my boredom as I don't understand the language.,I had an accident in Greece and ended up in hospital for two weeks.  When I was over the initial shock of the accident the ... set in.   Being stuck in a hospital bed with nothing to do and nobody to talk too was extremely tedious. I couldn't even use the TV to ease my ... as I don't understand the language.,weeks,weeks,4,5,4,1,1,1,5,3,5,1,5,2,2,2,1,3,5,5,4,1,2,5,5,"Yes, first time, I will answer the following questions.",42,Male,High school,European,3,5,4,3,6,4,4,2,4,3,The event really happened in my life.,ORIGINAL
round-5,trust,52801,2021/10/06 6:35:09 pm EET,d2ca0f029b2c65f4ca0e4573dcc136f0,1,4,1,1,1,3,2,1,1,1,1,2,I asked a favor of a friend and they actually came through and did what they said they were going to do.,I asked a favor of a friend and they actually came through and did what they said they were going to do.,minutes,weeks,1,5,1,4,3,5,1,3,3,2,5,2,3,4,2,5,2,5,1,1,3,1,1,"No, I participated before and answered the next set of questions.",36,Female,Undergraduate degree (BA/BSc/other),Prefer not to answer,7,2,7,2,7,1,6,5,6,1,The event really happened in my life.,COPIED FROM: text id 52250
round-4,surprise,41754,2021/09/20 1:01:11 am EET,fd107bb0f7e0f072d94131023b183e56,1,2,1,1,1,1,1,1,1,1,1,1,I thought I wouldn't have birthday celebration because of covid but my friends surprised me with an outside birthday party (I had no idea),I thought I wouldn't have birthday celebration because of covid but my friends ... me with an outside birthday party (I had no idea),minutes,minutes,4,4,5,2,1,5,1,3,1,1,5,2,5,5,2,5,1,4,1,1,4,1,3,"No, I participated before and answered the next set of questions.",24,Female,Undergraduate degree (BA/BSc/other),European,7,3,3,2,6,1,5,4,2,1,--,COPIED FROM: text id 4276
round-3,fear,3454,2021/09/03 5:40:41 pm EET,1f34dc9886091167ffc17d0482b49675,1,2,1,2,1,1,1,1,2,1,1,1,"I felt fear when I realized that I'm travelling to NJ tomorrow and it is still facing the repercussions of the flood the other day, so I don't really know what I'm getting into. I'm also worried about socializing with friends and meeting up with friends given that Delta is still going on.","I felt ... when I realized that I'm travelling to NJ tomorrow and it is still facing the repercussions of the flood the other day, so I don't really know what I'm getting into. I'm also worried about socializing with friends and meeting up with friends given that Delta is still going on.",days,days,4,4,4,4,2,1,4,5,5,1,1,2,1,4,1,5,5,2,4,4,5,5,5,"No, I participated before and answered the next set of questions.",23,Female,Undergraduate degree (BA/BSc/other),East Asian,5,3,6,5,6,6,6,6,5,2,--,COPIED FROM: text id 353
round-5,sadness,52123,2021/10/06 3:15:06 pm EET,4a7672a8b0351496bc599077e7afbdb9,1,3,1,1,1,2,2,2,1,1,1,3,I found out that my intellectually disabled client was critically ill and might die,I found out that my intellectually disabled client was critically ill and might die,seconds,days,4,2,5,1,1,1,5,2,2,1,4,1,1,2,1,2,3,1,1,1,4,3,4,"No, I participated before and answered the next set of questions.",24,Gender Variant/Non-Conforming,Undergraduate degree (BA/BSc/other),Australian/New Zealander,6,2,6,5,6,5,7,3,6,3,The event really happened in my life.,COPIED FROM: text id 51672
round-3,disgust,3352,2021/09/03 5:54:44 pm EET,fedbcae7c8505f38ff4a0a44a74a650f,2,1,1,1,1,2,1,1,1,1,1,2,I was at the vaccination centre and heard a man giving the vaccinator a hard time when she asked for his consent. He said he didn't really but he supposed he had to. She remained very calm with him and he was just rude.,I was at the vaccination centre and heard a man giving the vaccinator a hard time when she asked for his consent. He said he didn't really but he supposed he had to. She remained very calm with him and he was just rude.,minutes,hours,3,5,4,1,2,3,3,2,4,1,5,1,3,3,1,5,1,3,5,2,2,4,2,"Yes, first time, I will answer the following questions.",35,Female,Undergraduate degree (BA/BSc/other),European,1,5.5,4.5,6,3.5,6,5,4.5,3,3,--,"AVERAGED: text id 3352, 6572"
round-3,shame,31133,2021/09/03 10:48:58 pm EET,556cbab391837b35e3db80610718df53,1,1,1,1,1,5,5,5,1,1,3,5,i was walked out of a seminar,i was walked out of a seminar,hours,days,5,5,4,1,1,1,5,1,1,1,5,2,1,3,1,5,2,3,5,3,5,5,5,"No, I participated before and answered the next set of questions.",38,Male,Graduate degree (MA/MSc/MPhil/other),North American,7,1,7,1,7,5,7,1,7,1,--,COPIED FROM: text id 3946
round-4,relief,41317,2021/09/20 2:05:36 am EET,996647b621773936eae8185ba98218eb,1,1,1,1,1,3,3,3,1,1,1,3,I was trading and after taking a risk and being on course to lose money I had the patience and skill to turn it into a gain.,I was trading and after taking a risk and being on course to lose money I had the patience and skill to turn it into a gain.,minutes,hours,3,5,2,4,2,2,3,1,3,4,1,2,5,2,2,4,1,4,1,1,5,1,4,"No, I participated before and answered the next set of questions.",41,Male,Doctorate degree (PhD/other),African,1,3,4,5,4,6,6,4,6,1,--,COPIED FROM: text id 41804
round-5,joy,51125,2021/10/06 2:40:50 pm EET,b739cc2959780ff2bb0b126997e7592b,1,1,1,1,1,1,1,1,1,1,1,1,I graduated with my BSc degree in Marketing.,I graduated with my BSc degree in Marketing.,hours,weeks,4,5,1,2,5,5,1,5,1,5,1,5,5,5,3,5,1,5,1,1,5,1,3,"Yes, first time, I will answer the following questions.",27,Female,Undergraduate degree (BA/BSc/other),British Indian,3,2,7,5,7,6,7,1,4,1,The event really happened in my life.,ORIGINAL
